Nit;Pho;Dox;Ppn;Sst;Chl;Sal
0.04;4.25;261.31;1.54;15.19;0.95;18.26
0.04;4.24;261.36;1.54;15.20;0.95;18.26
0.04;4.24;261.41;1.54;15.20;0.95;18.26
0.05;4.23;261.42;1.54;15.20;0.95;18.26
0.05;4.23;261.49;1.53;15.21;0.94;18.26
0.05;4.23;261.45;1.50;15.21;0.93;18.26
0.05;4.22;261.52;1.48;15.23;0.92;18.27
0.05;4.22;261.45;1.45;15.24;0.90;18.27
0.05;4.21;261.47;1.42;15.25;0.88;18.28
0.05;4.21;261.37;1.39;15.26;0.86;18.28
0.05;4.21;261.38;1.37;15.28;0.84;18.28
0.05;4.21;261.28;1.37;15.29;0.83;18.28
0.05;4.20;261.25;1.36;15.30;0.83;18.28
0.05;4.20;261.14;1.35;15.30;0.82;18.28
0.05;4.21;261.09;1.36;15.31;0.82;18.28
0.05;4.21;260.98;1.33;15.31;0.83;18.28
0.05;4.22;260.87;1.34;15.32;0.83;18.28
0.05;4.22;260.69;1.34;15.33;0.84;18.28
0.04;4.23;260.57;1.35;15.34;0.84;18.27
0.04;4.24;260.41;1.39;15.35;0.86;18.27
0.04;4.24;260.30;1.42;15.36;0.87;18.27
0.04;4.25;260.10;1.45;15.37;0.89;18.27
0.04;4.25;259.99;1.48;15.39;0.91;18.27
0.04;4.26;259.75;1.52;15.40;0.92;18.27
0.04;4.26;259.61;1.55;15.42;0.94;18.28
0.04;4.27;259.33;1.60;15.43;0.96;18.28
0.04;4.27;259.14;1.65;15.45;0.98;18.29
0.05;4.28;258.91;1.73;15.47;1.02;18.29
0.05;4.29;258.69;1.79;15.49;1.05;18.29
0.05;4.29;258.44;1.84;15.51;1.07;18.30
0.05;4.29;258.15;1.87;15.53;1.09;18.30
0.06;4.30;257.93;1.85;15.54;1.10;18.30
0.06;4.30;257.56;1.85;15.55;1.10;18.31
0.06;4.30;257.34;1.85;15.56;1.11;18.32
0.06;4.30;256.92;1.85;15.58;1.11;18.33
0.07;4.31;256.67;1.86;15.59;1.12;18.34
0.07;4.31;256.23;1.86;15.62;1.13;18.35
0.07;4.32;255.95;1.85;15.65;1.14;18.36
0.08;4.33;255.45;1.85;15.68;1.16;18.36
0.09;4.33;255.11;1.85;15.72;1.18;18.36
0.09;4.34;254.63;1.85;15.74;1.21;18.36
0.10;4.35;254.26;1.86;15.77;1.23;18.35
0.11;4.36;253.76;1.87;15.79;1.26;18.34
0.12;4.37;253.35;1.91;15.82;1.28;18.33
0.13;4.38;252.85;1.94;15.84;1.30;18.32
0.13;4.39;252.43;1.98;15.87;1.32;18.31
0.13;4.39;251.90;2.02;15.90;1.33;18.30
0.13;4.38;251.46;2.02;15.94;1.34;18.29
0.13;4.37;250.93;2.07;15.98;1.35;18.28
0.13;4.37;250.50;2.10;16.02;1.36;18.27
0.13;4.37;249.96;2.11;16.05;1.37;18.27
0.14;4.39;249.52;2.16;16.09;1.38;18.26
0.14;4.41;249.01;2.25;16.12;1.38;18.26
0.15;4.45;248.65;2.36;16.15;1.40;18.25
0.16;4.49;248.23;2.52;16.19;1.43;18.25
0.18;4.53;247.79;2.72;16.22;1.49;18.25
0.21;4.57;247.39;2.99;16.25;1.55;18.25
0.23;4.60;247.11;3.16;16.28;1.60;18.25
0.26;4.61;246.73;3.63;16.31;1.64;18.25
0.00;4.11;268.65;3.24;14.31;2.56;16.26
0.00;4.18;268.57;3.39;14.33;2.59;16.34
0.06;4.25;268.75;3.35;14.39;2.59;16.54
0.15;4.30;268.74;3.24;14.47;2.49;16.79
0.19;4.33;268.78;3.25;14.53;2.48;16.97
0.23;4.34;268.81;3.25;14.58;2.48;17.12
0.27;4.34;268.77;3.18;14.63;2.40;17.24
0.29;4.34;268.78;3.09;14.66;2.29;17.35
0.31;4.33;268.75;3.02;14.70;2.20;17.44
0.32;4.33;268.74;2.95;14.73;2.12;17.51
0.32;4.32;268.68;2.88;14.77;2.04;17.55
0.33;4.31;268.65;2.81;14.80;1.97;17.57
0.34;4.31;268.60;2.78;14.83;1.90;17.58
0.35;4.30;268.55;2.73;14.87;1.85;17.58
0.35;4.30;268.50;2.65;14.90;1.80;17.59
0.35;4.30;268.46;2.57;14.94;1.74;17.59
0.33;4.29;268.42;2.48;14.98;1.70;17.60
0.30;4.28;268.35;2.45;15.00;1.66;17.62
0.27;4.26;268.31;2.42;15.02;1.64;17.65
0.25;4.25;268.26;2.45;15.04;1.64;17.68
0.23;4.23;268.25;2.52;15.05;1.65;17.70
0.23;4.22;268.20;2.59;15.06;1.66;17.70
0.23;4.21;268.16;2.65;15.07;1.68;17.69
0.24;4.21;268.08;2.70;15.07;1.69;17.68
0.25;4.21;268.02;2.73;15.08;1.69;17.65
0.25;4.21;267.91;2.75;15.08;1.68;17.63
0.25;4.20;267.83;2.76;15.09;1.67;17.61
0.24;4.20;267.68;2.77;15.10;1.67;17.62
0.23;4.19;267.61;2.80;15.11;1.67;17.63
0.22;4.18;267.46;2.80;15.12;1.68;17.65
0.19;4.17;267.32;2.85;15.12;1.72;17.66
0.17;4.16;267.19;2.89;15.13;1.77;17.68
0.13;4.15;267.05;2.86;15.15;1.82;17.70
0.10;4.14;266.91;2.88;15.16;1.83;17.72
0.07;4.13;266.93;2.88;15.17;1.81;17.75
0.06;4.12;266.74;2.91;15.19;1.82;17.78
0.05;4.10;266.64;3.01;15.20;1.84;17.83
0.06;4.10;266.51;3.07;15.21;1.87;17.89
0.08;4.09;266.34;3.11;15.22;1.89;17.95
0.08;4.09;266.17;3.10;15.22;1.90;18.00
0.09;4.09;265.96;3.06;15.22;1.89;18.05
0.10;4.09;265.79;3.01;15.22;1.88;18.09
0.09;4.09;265.56;3.00;15.22;1.86;18.12
0.09;4.09;265.40;3.02;15.22;1.84;18.14
0.07;4.08;265.15;3.08;15.22;1.82;18.17
0.06;4.08;264.95;3.11;15.22;1.82;18.19
0.06;4.08;264.67;3.12;15.21;1.83;18.22
0.11;4.08;264.38;3.13;15.21;1.85;18.24
0.20;4.08;264.11;3.05;15.20;1.85;18.27
0.28;4.09;263.79;3.05;15.20;1.86;18.28
0.33;4.09;263.51;3.06;15.19;1.86;18.30
0.35;4.09;263.19;3.07;15.18;1.87;18.31
0.34;4.10;262.94;3.12;15.18;1.90;18.32
0.31;4.10;262.61;3.17;15.18;1.94;18.33
0.29;4.10;262.35;3.22;15.18;1.99;18.33
0.30;4.10;262.03;3.29;15.18;2.06;18.34
0.36;4.09;261.78;3.37;15.17;2.14;18.34
0.45;4.09;261.45;3.45;15.17;2.21;18.34
0.56;4.09;261.18;3.53;15.17;2.27;18.35
0.66;4.08;260.84;3.62;15.16;2.33;18.35
0.73;4.09;260.57;3.74;15.16;2.36;18.35
0.77;4.09;260.23;3.79;15.15;2.38;18.35
0.77;4.10;259.97;3.81;15.15;2.37;18.35
0.73;4.10;259.61;3.79;15.15;2.35;18.35
0.67;4.11;259.29;3.64;15.15;2.32;18.34
0.61;4.12;258.92;3.57;15.15;2.28;18.34
0.54;4.13;258.59;3.47;15.15;2.24;18.33
0.47;4.14;258.24;3.37;15.15;2.22;18.33
0.39;4.14;257.87;3.32;15.14;2.23;18.32
0.31;4.14;257.54;3.23;15.14;2.27;18.32
0.25;4.14;257.17;3.17;15.13;2.34;18.32
0.21;4.15;256.83;3.11;15.13;2.43;18.32
0.24;4.15;256.45;3.04;15.13;2.48;18.31
0.32;4.15;256.16;2.96;15.13;2.50;18.32
0.43;4.16;255.79;2.89;15.12;2.48;18.32
0.53;4.17;255.46;2.84;15.12;2.45;18.33
0.61;4.19;255.07;2.83;15.12;2.40;18.34
0.68;4.20;254.76;2.80;15.11;2.36;18.35
0.72;4.21;254.43;2.77;15.11;2.31;18.36
0.74;4.22;254.15;2.74;15.11;2.28;18.36
0.72;4.23;253.76;2.67;15.10;2.25;18.37
0.69;4.24;253.51;2.67;15.10;2.23;18.37
0.65;4.24;253.17;2.69;15.10;2.22;18.37
0.61;4.24;252.96;2.72;15.10;2.23;18.36
0.57;4.24;252.62;2.80;15.09;2.24;18.36
0.55;4.24;252.42;2.84;15.09;2.25;18.36
0.53;4.24;252.12;2.88;15.09;2.27;18.36
0.51;4.25;251.97;2.91;15.09;2.29;18.37
0.49;4.25;251.76;2.95;15.10;2.30;18.37
0.46;4.25;251.55;2.97;15.10;2.31;18.37
0.44;4.26;251.41;2.99;15.10;2.32;18.38
0.41;4.26;251.22;3.01;15.10;2.32;18.38
0.38;4.26;251.07;3.05;15.11;2.31;18.38
0.35;4.27;250.98;3.06;15.11;2.30;18.38
0.32;4.27;250.89;3.08;15.11;2.29;18.38
0.28;4.28;250.85;3.11;15.11;2.29;18.39
0.25;4.28;250.92;3.06;15.12;2.30;18.39
0.22;4.28;250.92;3.11;15.12;2.31;18.40
0.19;4.28;251.11;3.15;15.13;2.32;18.40
0.17;4.28;251.13;3.19;15.13;2.33;18.40
0.14;4.28;251.30;3.26;15.12;2.32;18.40
0.13;4.28;251.41;3.28;15.12;2.32;18.40
0.11;4.28;251.64;3.31;15.11;2.31;18.40
0.09;4.28;251.81;3.32;15.10;2.29;18.40
0.08;4.28;252.05;3.32;15.10;2.28;18.40
0.09;4.29;252.22;3.28;15.09;2.24;18.39
0.09;4.29;252.52;3.22;15.09;2.18;18.39
0.10;4.30;252.63;3.11;15.10;2.11;18.38
0.11;4.30;252.99;3.07;15.10;2.03;18.37
0.11;4.31;253.04;2.98;15.09;1.98;18.36
0.12;4.31;253.46;2.92;15.10;1.94;18.35
0.13;4.31;253.58;2.91;15.11;1.92;18.34
0.14;4.32;253.98;2.84;15.12;1.92;18.33
0.16;4.32;254.25;2.82;15.13;1.92;18.31
0.17;4.32;254.58;2.79;15.14;1.90;18.30
0.17;4.32;254.80;2.76;15.15;1.87;18.29
0.15;4.32;255.13;2.74;15.16;1.82;18.29
0.10;4.32;255.27;2.64;15.17;1.74;18.28
0.06;4.31;255.65;2.47;15.18;1.61;18.28
0.03;4.31;255.61;2.27;15.18;1.48;18.28
0.03;4.30;255.99;2.08;15.19;1.35;18.28
0.03;4.30;255.97;1.89;15.20;1.25;18.27
0.02;4.31;256.36;1.76;15.20;1.18;18.27
0.02;4.31;256.38;1.69;15.20;1.14;18.26
0.02;4.31;256.69;1.68;15.21;1.10;18.25
0.01;4.31;256.90;1.65;15.21;1.08;18.24
0.01;4.30;257.18;1.62;15.21;1.05;18.23
0.01;4.30;257.34;1.60;15.20;1.03;18.22
0.01;4.30;257.57;1.54;15.20;1.02;18.22
0.01;4.30;257.72;1.53;15.19;1.01;18.21
0.01;4.30;257.95;1.52;15.19;1.01;18.21
0.01;4.30;258.10;1.51;15.18;1.00;18.21
0.01;4.31;258.29;1.51;15.18;0.98;18.21
0.01;4.31;258.38;1.50;15.18;0.97;18.21
0.01;4.31;258.63;1.49;15.17;0.96;18.21
0.01;4.31;258.68;1.50;15.17;0.96;18.21
0.01;4.31;258.91;1.51;15.17;0.96;18.21
0.01;4.31;258.94;1.52;15.16;0.96;18.20
0.01;4.31;259.19;1.53;15.16;0.96;18.20
0.01;4.31;259.15;1.54;15.16;0.96;18.20
0.01;4.31;259.38;1.59;15.16;0.96;18.19
0.01;4.31;259.36;1.60;15.17;0.95;18.19
0.01;4.30;259.57;1.61;15.17;0.95;18.18
0.01;4.30;259.51;1.62;15.17;0.94;18.17
0.01;4.30;259.77;1.58;15.17;0.93;18.17
0.01;4.30;259.69;1.59;15.18;0.93;18.17
0.01;4.30;259.92;1.60;15.19;0.92;18.17
0.01;4.30;259.88;1.59;15.19;0.91;18.17
0.01;4.30;260.03;1.61;15.19;0.91;18.18
0.01;4.30;260.11;1.60;15.19;0.90;18.18
0.01;4.30;260.20;1.59;15.19;0.90;18.19
0.01;4.29;260.26;1.57;15.18;0.89;18.20
0.01;4.29;260.31;1.55;15.17;0.89;18.21
0.01;4.29;260.36;1.53;15.17;0.88;18.22
0.01;4.29;260.44;1.52;15.16;0.87;18.23
0.01;4.29;260.46;1.52;15.15;0.87;18.24
0.01;4.29;260.58;1.55;15.15;0.87;18.24
0.01;4.29;260.64;1.55;15.15;0.87;18.25
0.01;4.29;260.71;1.54;15.15;0.87;18.25
0.01;4.29;260.78;1.55;15.15;0.87;18.24
0.01;4.29;260.85;1.49;15.16;0.88;18.24
0.01;4.29;260.97;1.49;15.16;0.89;18.25
0.01;4.28;261.04;1.49;15.16;0.89;18.25
0.01;4.28;261.18;1.49;15.17;0.90;18.25
0.02;4.28;261.21;1.51;15.17;0.91;18.26
0.02;4.27;261.31;1.51;15.17;0.92;18.25
0.02;4.27;261.33;1.52;15.17;0.92;18.25
0.03;4.26;261.39;1.53;15.17;0.93;18.25
0.03;4.26;261.44;1.53;15.18;0.94;18.25
0.03;4.25;261.47;1.53;15.18;0.95;18.25
0.04;4.25;261.46;1.53;15.18;0.95;18.25
0.04;4.24;261.56;1.52;15.19;0.95;18.25
0.04;4.23;261.54;1.54;15.19;0.94;18.25
0.05;4.23;261.62;1.52;15.20;0.94;18.25
0.05;4.22;261.57;1.49;15.21;0.92;18.26
0.05;4.22;261.60;1.46;15.22;0.91;18.26
0.05;4.22;261.53;1.37;15.24;0.88;18.26
0.05;4.21;261.53;1.34;15.25;0.86;18.27
0.05;4.21;261.46;1.31;15.26;0.84;18.27
0.05;4.20;261.45;1.30;15.27;0.83;18.28
0.05;4.20;261.34;1.30;15.28;0.82;18.28
0.05;4.20;261.30;1.29;15.29;0.82;18.28
0.05;4.21;261.19;1.30;15.30;0.82;18.27
0.05;4.21;261.07;1.31;15.30;0.83;18.27
0.05;4.22;260.96;1.31;15.31;0.84;18.27
0.05;4.22;260.78;1.32;15.32;0.84;18.27
0.05;4.23;260.68;1.33;15.33;0.85;18.27
0.04;4.24;260.56;1.35;15.34;0.85;18.27
0.04;4.24;260.40;1.41;15.34;0.87;18.27
0.04;4.24;260.26;1.44;15.35;0.88;18.27
0.04;4.25;260.05;1.47;15.36;0.90;18.27
0.04;4.25;259.89;1.51;15.38;0.91;18.27
0.04;4.25;259.69;1.49;15.39;0.92;18.27
0.04;4.25;259.49;1.53;15.41;0.94;18.28
0.04;4.26;259.25;1.58;15.42;0.96;18.29
0.04;4.26;259.05;1.64;15.44;0.99;18.29
0.04;4.27;258.80;1.71;15.47;1.01;18.30
0.04;4.27;258.56;1.74;15.49;1.02;18.30
0.05;4.27;258.33;1.76;15.51;1.03;18.30
0.05;4.27;258.02;1.76;15.52;1.03;18.30
0.05;4.28;257.79;1.77;15.53;1.03;18.30
0.05;4.28;257.43;1.76;15.55;1.03;18.31
0.05;4.28;257.16;1.76;15.56;1.03;18.32
0.05;4.28;256.78;1.76;15.58;1.04;18.34
0.05;4.29;256.49;1.81;15.61;1.06;18.35
0.06;4.29;256.02;1.80;15.64;1.07;18.36
0.06;4.30;255.69;1.80;15.67;1.09;18.36
0.07;4.30;255.24;1.81;15.70;1.11;18.37
0.07;4.31;254.85;1.75;15.72;1.14;18.36
0.08;4.32;254.39;1.76;15.75;1.17;18.36
0.09;4.33;253.98;1.77;15.77;1.20;18.35
0.10;4.34;253.53;1.79;15.79;1.23;18.34
0.11;4.35;253.08;1.83;15.81;1.26;18.33
0.12;4.36;252.61;1.86;15.84;1.29;18.32
0.12;4.37;252.18;1.89;15.87;1.31;18.31
0.12;4.38;251.67;1.93;15.90;1.32;18.30
0.12;4.37;251.23;1.98;15.94;1.33;18.29
0.12;4.37;250.71;2.02;15.98;1.35;18.29
0.12;4.37;250.25;2.06;16.01;1.36;18.28
0.12;4.37;249.73;2.10;16.05;1.37;18.27
0.13;4.38;249.34;2.21;16.09;1.37;18.27
0.13;4.40;248.83;2.28;16.12;1.37;18.26
0.14;4.43;248.41;2.36;16.16;1.38;18.26
0.15;4.47;247.98;2.50;16.19;1.41;18.25
0.17;4.51;247.62;2.61;16.23;1.46;18.25
0.20;4.55;247.13;2.78;16.26;1.51;18.25
0.24;4.59;246.79;3.20;16.29;1.56;18.25
0.24;4.61;246.14;3.17;16.32;1.60;18.25
0.24;4.61;245.94;3.30;16.35;1.63;18.25
0.25;4.62;245.58;3.48;16.38;1.64;18.25
0.00;4.12;268.75;2.93;14.35;2.64;16.40
0.00;4.16;268.70;3.28;14.34;2.65;16.36
0.02;4.22;268.72;3.41;14.37;2.68;16.43
0.10;4.27;268.80;3.31;14.45;2.60;16.65
0.19;4.31;268.83;3.21;14.51;2.48;16.89
0.23;4.33;268.87;3.22;14.58;2.47;17.06
0.27;4.33;268.85;3.26;14.63;2.43;17.19
0.31;4.33;268.85;3.19;14.68;2.33;17.31
0.33;4.33;268.82;3.10;14.72;2.23;17.42
0.34;4.33;268.84;3.03;14.75;2.15;17.50
0.34;4.32;268.79;2.85;14.78;2.08;17.56
0.35;4.31;268.77;2.77;14.81;2.00;17.59
0.36;4.31;268.72;2.68;14.84;1.92;17.61
0.36;4.30;268.70;2.61;14.87;1.85;17.62
0.37;4.30;268.63;2.57;14.91;1.79;17.63
0.36;4.30;268.56;2.50;14.95;1.74;17.64
0.34;4.29;268.54;2.45;14.98;1.69;17.65
0.30;4.28;268.49;2.42;15.01;1.66;17.66
0.27;4.26;268.46;2.42;15.04;1.65;17.69
0.24;4.24;268.42;2.45;15.06;1.66;17.72
0.22;4.22;268.41;2.51;15.07;1.67;17.74
0.22;4.21;268.40;2.60;15.08;1.69;17.76
0.22;4.20;268.35;2.76;15.09;1.72;17.76
0.23;4.19;268.31;2.82;15.10;1.73;17.76
0.24;4.19;268.21;2.86;15.10;1.73;17.74
0.25;4.19;268.12;2.87;15.10;1.72;17.72
0.26;4.19;268.05;2.74;15.10;1.71;17.70
0.26;4.19;267.95;2.74;15.11;1.70;17.69
0.25;4.19;267.81;2.73;15.12;1.70;17.69
0.24;4.18;267.72;2.73;15.13;1.71;17.71
0.23;4.17;267.59;2.79;15.14;1.73;17.72
0.20;4.16;267.44;2.82;15.15;1.76;17.74
0.18;4.15;267.34;2.83;15.15;1.80;17.76
0.14;4.15;267.17;2.85;15.15;1.82;17.77
0.11;4.14;267.14;2.86;15.16;1.82;17.79
0.08;4.13;267.14;2.89;15.17;1.81;17.81
0.07;4.11;266.93;2.95;15.19;1.83;17.84
0.06;4.10;266.82;3.00;15.20;1.85;17.88
0.08;4.09;266.66;3.14;15.21;1.87;17.93
0.09;4.09;266.55;3.17;15.21;1.88;17.98
0.10;4.09;266.34;3.19;15.22;1.89;18.03
0.10;4.09;266.15;3.17;15.22;1.89;18.08
0.10;4.09;265.92;3.01;15.22;1.88;18.12
0.09;4.09;265.78;2.99;15.21;1.86;18.15
0.08;4.08;265.54;2.99;15.21;1.84;18.17
0.07;4.08;265.34;3.00;15.21;1.84;18.20
0.07;4.08;265.06;3.05;15.21;1.85;18.22
0.11;4.08;264.84;3.07;15.21;1.88;18.24
0.21;4.08;264.55;3.08;15.21;1.90;18.26
0.30;4.08;264.26;3.08;15.20;1.91;18.28
0.35;4.09;263.99;3.09;15.19;1.92;18.30
0.36;4.09;263.72;3.11;15.18;1.93;18.31
0.35;4.09;263.44;3.13;15.18;1.96;18.32
0.33;4.09;263.13;3.17;15.18;2.00;18.33
0.31;4.09;262.88;3.30;15.18;2.05;18.34
0.33;4.09;262.58;3.36;15.18;2.11;18.34
0.40;4.09;262.32;3.43;15.18;2.17;18.35
0.49;4.08;262.01;3.50;15.17;2.23;18.35
0.59;4.08;261.72;3.41;15.17;2.26;18.36
0.67;4.08;261.42;3.46;15.16;2.28;18.36
0.73;4.09;261.13;3.50;15.16;2.28;18.36
0.76;4.09;260.80;3.51;15.15;2.27;18.36
0.74;4.10;260.47;3.52;15.15;2.23;18.36
0.70;4.11;260.13;3.46;15.15;2.19;18.35
0.64;4.13;259.77;3.37;15.15;2.14;18.35
0.57;4.14;259.43;3.27;15.15;2.08;18.35
0.50;4.15;259.12;3.15;15.15;2.04;18.35
0.42;4.15;258.72;3.02;15.14;2.02;18.34
0.35;4.16;258.40;2.92;15.14;2.02;18.34
0.28;4.16;258.06;2.85;15.13;2.07;18.34
0.22;4.16;257.71;2.89;15.13;2.15;18.33
0.19;4.16;257.36;2.87;15.13;2.25;18.33
0.22;4.16;257.00;2.84;15.12;2.33;18.32
0.29;4.16;256.69;2.82;15.12;2.37;18.32
0.39;4.17;256.30;2.68;15.12;2.38;18.33
0.48;4.18;256.03;2.65;15.12;2.35;18.33
0.56;4.19;255.64;2.61;15.12;2.31;18.34
0.63;4.20;255.33;2.58;15.11;2.27;18.35
0.67;4.22;254.98;2.58;15.11;2.22;18.36
0.68;4.22;254.68;2.56;15.11;2.17;18.37
0.67;4.23;254.34;2.54;15.10;2.14;18.38
0.64;4.23;254.08;2.55;15.09;2.12;18.38
0.61;4.24;253.70;2.57;15.09;2.12;18.39
0.58;4.24;253.50;2.60;15.09;2.13;18.39
0.55;4.24;253.10;2.64;15.08;2.14;18.38
0.54;4.24;252.95;2.69;15.08;2.16;18.38
0.52;4.24;252.59;2.81;15.08;2.18;18.38
0.50;4.24;252.46;2.85;15.08;2.20;18.38
0.48;4.25;252.17;2.89;15.08;2.22;18.38
0.45;4.25;251.97;2.92;15.08;2.24;18.38
0.42;4.26;251.76;2.82;15.07;2.25;18.39
0.39;4.26;251.55;2.83;15.08;2.24;18.39
0.36;4.27;251.45;2.83;15.08;2.23;18.39
0.33;4.27;251.27;2.83;15.08;2.22;18.40
0.29;4.28;251.21;2.88;15.09;2.22;18.40
0.25;4.28;251.09;2.89;15.09;2.21;18.40
0.22;4.29;251.11;2.92;15.09;2.21;18.40
0.18;4.29;251.05;2.95;15.10;2.22;18.41
0.15;4.29;251.23;2.98;15.10;2.23;18.41
0.12;4.30;251.21;3.01;15.10;2.24;18.41
0.10;4.30;251.46;3.03;15.10;2.24;18.42
0.09;4.30;251.53;3.05;15.09;2.24;18.41
0.07;4.30;251.73;3.14;15.09;2.24;18.41
0.06;4.30;251.86;3.14;15.08;2.22;18.41
0.06;4.30;252.11;3.14;15.08;2.21;18.40
0.06;4.30;252.27;3.11;15.07;2.18;18.40
0.07;4.31;252.54;2.95;15.06;2.14;18.40
0.08;4.31;252.73;2.89;15.06;2.08;18.39
0.09;4.31;252.99;2.83;15.06;2.02;18.38
0.10;4.31;253.16;2.78;15.06;1.98;18.37
0.10;4.32;253.51;2.79;15.06;1.94;18.37
0.11;4.32;253.65;2.79;15.06;1.94;18.36
0.12;4.32;254.04;2.80;15.07;1.94;18.34
0.13;4.32;254.26;2.80;15.08;1.94;18.33
0.13;4.32;254.60;2.79;15.09;1.92;18.32
0.12;4.32;254.87;2.76;15.10;1.89;18.31
0.10;4.32;255.19;2.70;15.12;1.82;18.30
0.07;4.31;255.34;2.57;15.13;1.71;18.30
0.04;4.31;255.70;2.45;15.14;1.58;18.29
0.03;4.30;255.72;2.24;15.15;1.44;18.28
0.03;4.30;256.06;2.05;15.15;1.32;18.28
0.03;4.29;256.06;1.88;15.16;1.23;18.28
0.03;4.29;256.47;1.69;15.16;1.16;18.27
0.02;4.29;256.52;1.63;15.16;1.11;18.26
0.02;4.29;256.82;1.59;15.16;1.08;18.25
0.01;4.29;256.97;1.56;15.15;1.04;18.25
0.01;4.29;257.29;1.54;15.15;1.01;18.24
0.01;4.28;257.46;1.52;15.15;0.99;18.23
0.01;4.28;257.69;1.51;15.15;0.97;18.22
0.01;4.28;257.85;1.50;15.15;0.96;18.21
0.01;4.28;258.06;1.50;15.15;0.96;18.21
0.01;4.29;258.21;1.49;15.15;0.95;18.21
0.01;4.29;258.46;1.48;15.14;0.94;18.21
0.01;4.29;258.53;1.47;15.14;0.93;18.21
0.01;4.29;258.80;1.48;15.14;0.92;18.20
0.01;4.29;258.83;1.48;15.15;0.91;18.20
0.01;4.29;259.08;1.48;15.14;0.91;18.20
0.01;4.30;259.12;1.49;15.15;0.91;18.19
0.01;4.30;259.37;1.46;15.15;0.92;18.19
0.01;4.30;259.36;1.47;15.15;0.92;18.19
0.01;4.30;259.64;1.48;15.15;0.92;18.19
0.01;4.30;259.61;1.50;15.16;0.92;18.19
0.01;4.30;259.88;1.53;15.16;0.92;18.18
0.01;4.30;259.79;1.54;15.16;0.92;18.18
0.01;4.29;260.01;1.56;15.17;0.92;18.17
0.01;4.29;259.93;1.57;15.17;0.91;18.16
0.01;4.29;260.17;1.58;15.18;0.91;18.16
0.01;4.29;260.06;1.58;15.19;0.90;18.16
0.01;4.29;260.28;1.57;15.19;0.90;18.16
0.01;4.30;260.24;1.57;15.20;0.89;18.16
0.01;4.30;260.36;1.58;15.20;0.89;18.17
0.01;4.30;260.44;1.57;15.20;0.88;18.18
0.01;4.30;260.49;1.55;15.19;0.88;18.18
0.01;4.29;260.60;1.54;15.18;0.87;18.19
0.01;4.29;260.66;1.49;15.17;0.87;18.20
0.01;4.29;260.68;1.49;15.16;0.87;18.21
0.01;4.29;260.79;1.49;15.16;0.86;18.22
0.01;4.29;260.81;1.49;15.15;0.86;18.23
0.01;4.29;260.92;1.51;15.16;0.87;18.23
0.01;4.29;260.91;1.51;15.16;0.87;18.23
0.01;4.29;261.01;1.52;15.16;0.88;18.24
0.01;4.29;261.03;1.52;15.17;0.88;18.24
0.01;4.29;261.13;1.53;15.17;0.89;18.24
0.01;4.29;261.25;1.52;15.17;0.90;18.25
0.01;4.29;261.27;1.52;15.17;0.90;18.25
0.01;4.29;261.36;1.53;15.17;0.91;18.25
0.01;4.28;261.39;1.56;15.17;0.92;18.26
0.02;4.28;261.45;1.56;15.17;0.92;18.26
0.02;4.27;261.47;1.56;15.17;0.93;18.25
0.02;4.27;261.58;1.56;15.17;0.93;18.25
0.03;4.26;261.57;1.51;15.17;0.94;18.25
0.03;4.25;261.65;1.50;15.17;0.94;18.25
0.04;4.25;261.64;1.49;15.18;0.94;18.25
0.04;4.24;261.69;1.47;15.18;0.94;18.25
0.04;4.24;261.68;1.47;15.19;0.94;18.25
0.04;4.23;261.73;1.45;15.20;0.93;18.25
0.05;4.23;261.69;1.42;15.22;0.91;18.25
0.05;4.22;261.68;1.39;15.23;0.89;18.25
0.05;4.21;261.60;1.35;15.25;0.87;18.26
0.05;4.21;261.59;1.33;15.26;0.85;18.27
0.05;4.20;261.52;1.30;15.27;0.83;18.27
0.05;4.20;261.48;1.29;15.28;0.82;18.27
0.05;4.21;261.40;1.31;15.29;0.82;18.27
0.05;4.21;261.30;1.31;15.29;0.83;18.27
0.05;4.22;261.19;1.32;15.30;0.83;18.27
0.05;4.22;261.08;1.32;15.30;0.84;18.27
0.05;4.23;260.94;1.28;15.31;0.84;18.27
0.05;4.23;260.82;1.29;15.31;0.84;18.27
0.04;4.23;260.66;1.30;15.32;0.85;18.27
0.04;4.23;260.54;1.32;15.33;0.85;18.26
0.04;4.23;260.34;1.37;15.34;0.86;18.26
0.04;4.23;260.21;1.41;15.35;0.87;18.27
0.04;4.23;260.01;1.44;15.36;0.88;18.27
0.04;4.23;259.85;1.48;15.37;0.90;18.27
0.04;4.24;259.62;1.53;15.38;0.92;18.28
0.04;4.24;259.43;1.58;15.40;0.94;18.28
0.04;4.24;259.21;1.62;15.42;0.96;18.29
0.04;4.24;258.99;1.66;15.44;0.97;18.30
0.04;4.24;258.74;1.73;15.46;0.97;18.30
0.04;4.24;258.47;1.73;15.48;0.97;18.30
0.04;4.24;258.22;1.72;15.50;0.95;18.30
0.04;4.24;257.90;1.71;15.52;0.94;18.30
0.04;4.24;257.66;1.63;15.54;0.94;18.30
0.04;4.24;257.28;1.63;15.55;0.94;18.31
0.04;4.25;256.97;1.63;15.57;0.96;18.33
0.04;4.25;256.58;1.63;15.59;0.97;18.34
0.05;4.26;256.25;1.66;15.62;0.99;18.35
0.05;4.26;255.82;1.66;15.65;1.01;18.36
0.05;4.27;255.42;1.67;15.68;1.03;18.37
