Nit;Pho;Dox;Ppn;Sst;Chl;Sal
0.64;4.36;258.79;5.39;15.36;2.82;18.24
0.27;4.39;257.25;2.93;15.19;2.07;17.56
0.19;4.39;256.94;2.54;15.20;1.91;17.39
0.15;4.39;256.69;2.38;15.26;1.85;17.41
0.13;4.38;256.66;2.38;15.28;1.83;17.49
0.13;4.38;256.55;2.37;15.38;1.85;17.73
0.15;4.36;256.50;2.38;15.46;1.86;17.91
0.18;4.35;256.35;2.39;15.49;1.87;18.01
0.22;4.34;256.26;2.37;15.51;1.87;18.08
0.25;4.33;256.14;2.34;15.53;1.87;18.13
0.27;4.32;256.08;2.29;15.54;1.86;18.16
0.28;4.32;255.99;2.24;15.55;1.85;18.19
0.28;4.31;255.93;2.28;15.56;1.83;18.21
0.27;4.30;255.87;2.21;15.56;1.80;18.22
0.26;4.30;255.84;2.14;15.57;1.77;18.23
0.23;4.29;255.82;2.08;15.57;1.73;18.24
0.20;4.28;255.83;1.94;15.57;1.69;18.25
0.17;4.27;255.86;1.91;15.58;1.65;18.25
0.14;4.26;255.95;1.88;15.59;1.61;18.25
0.12;4.25;256.03;1.84;15.59;1.57;18.25
0.10;4.24;256.17;1.80;15.60;1.53;18.25
0.09;4.24;256.31;1.72;15.61;1.49;18.24
0.08;4.23;256.50;1.63;15.62;1.44;18.25
0.07;4.23;256.68;1.54;15.62;1.40;18.25
0.06;4.23;256.94;1.47;15.63;1.37;18.26
0.06;4.22;257.18;1.41;15.64;1.33;18.26
0.05;4.22;257.48;1.36;15.64;1.30;18.28
0.04;4.22;257.78;1.32;15.66;1.27;18.29
0.04;4.21;258.12;1.33;15.67;1.25;18.30
0.03;4.21;258.43;1.30;15.69;1.23;18.31
0.03;4.20;258.80;1.28;15.70;1.21;18.32
0.03;4.20;259.14;1.26;15.72;1.20;18.32
0.02;4.20;259.52;1.20;15.74;1.18;18.33
0.02;4.20;259.86;1.19;15.75;1.17;18.33
0.02;4.20;260.24;1.17;15.76;1.15;18.33
0.01;4.20;260.56;1.16;15.78;1.14;18.33
0.01;4.19;260.92;1.17;15.79;1.12;18.33
0.01;4.19;261.22;1.15;15.80;1.11;18.33
0.01;4.19;261.56;1.14;15.81;1.10;18.32
0.01;4.19;261.84;1.13;15.82;1.09;18.31
0.01;4.19;262.13;1.12;15.83;1.08;18.31
0.01;4.19;262.38;1.12;15.84;1.07;18.31
0.01;4.20;262.64;1.11;15.86;1.06;18.31
0.01;4.20;262.85;1.11;15.88;1.05;18.31
0.01;4.20;263.07;1.13;15.90;1.05;18.32
0.01;4.20;263.27;1.13;15.92;1.04;18.32
0.01;4.20;263.47;1.13;15.93;1.03;18.32
0.01;4.20;263.66;1.13;15.95;1.02;18.33
0.01;4.20;263.84;1.07;15.96;1.01;18.33
0.01;4.19;264.01;1.07;15.96;1.00;18.33
0.01;4.19;264.17;1.06;15.97;1.00;18.32
0.01;4.19;264.32;1.06;15.98;0.99;18.32
0.01;4.19;264.48;1.08;15.99;0.98;18.32
0.01;4.19;264.57;1.08;16.01;0.98;18.31
0.01;4.20;264.74;1.08;16.04;0.97;18.32
0.01;4.20;264.80;1.09;16.06;0.97;18.32
0.01;4.20;264.93;1.10;16.08;0.97;18.33
0.01;4.20;265.00;1.10;16.10;0.97;18.33
0.01;4.20;265.11;1.11;16.12;0.97;18.33
0.01;4.20;265.19;1.13;16.13;0.97;18.33
0.01;4.21;265.24;1.17;16.14;0.97;18.33
0.01;4.21;265.33;1.18;16.15;0.98;18.33
0.01;4.21;265.33;1.20;16.15;0.99;18.32
0.01;4.22;265.40;1.21;16.16;1.00;18.32
0.01;4.23;265.41;1.18;16.17;1.01;18.31
0.01;4.23;265.41;1.21;16.17;1.03;18.31
0.01;4.24;265.44;1.25;16.18;1.05;18.31
0.01;4.24;265.42;1.29;16.19;1.07;18.31
0.01;4.25;265.42;1.34;16.20;1.09;18.31
0.01;4.26;265.38;1.38;16.20;1.11;18.31
0.01;4.26;265.38;1.40;16.21;1.13;18.30
0.01;4.27;265.34;1.42;16.22;1.15;18.30
0.01;4.27;265.33;1.42;16.24;1.17;18.29
0.01;4.27;265.26;1.43;16.27;1.19;18.29
0.01;4.28;265.27;1.43;16.29;1.21;18.29
0.01;4.28;265.20;1.44;16.31;1.23;18.29
0.01;4.28;265.16;1.49;16.33;1.25;18.29
0.01;4.29;265.11;1.49;16.35;1.27;18.28
0.01;4.29;265.09;1.49;16.36;1.29;18.27
0.01;4.29;265.04;1.49;16.37;1.30;18.27
0.01;4.29;265.02;1.43;16.39;1.32;18.26
0.01;4.30;264.99;1.45;16.40;1.34;18.26
0.01;4.30;264.99;1.46;16.42;1.36;18.26
0.01;4.31;264.98;1.47;16.43;1.38;18.26
0.01;4.32;264.98;1.51;16.45;1.40;18.26
0.01;4.33;264.98;1.53;16.45;1.43;18.26
0.01;4.34;265.01;1.55;16.45;1.46;18.27
0.01;4.35;264.99;1.58;16.45;1.49;18.27
0.01;4.37;265.05;1.61;16.46;1.53;18.27
0.01;4.38;265.04;1.65;16.46;1.57;18.28
0.01;4.40;265.12;1.69;16.46;1.60;18.28
0.01;4.42;265.12;1.73;16.45;1.64;18.28
0.02;4.44;265.20;1.82;16.45;1.67;18.28
0.02;4.45;265.21;1.85;16.44;1.69;18.28
0.02;4.47;265.28;1.88;16.44;1.71;18.28
0.02;4.48;265.31;1.90;16.44;1.73;18.28
0.02;4.48;265.41;1.84;16.46;1.75;18.27
0.02;4.49;265.41;1.87;16.47;1.76;18.27
0.02;4.50;265.49;1.90;16.49;1.78;18.27
0.02;4.50;265.49;1.93;16.50;1.80;18.27
0.03;4.51;265.58;2.01;16.52;1.84;18.27
0.03;4.52;265.60;2.07;16.54;1.88;18.27
0.04;4.52;265.68;2.14;16.56;1.93;18.26
0.04;4.53;265.73;2.22;16.57;1.98;18.26
0.05;4.54;265.81;2.29;16.58;2.03;18.25
0.05;4.55;265.85;2.34;16.58;2.07;18.25
0.06;4.55;265.92;2.38;16.59;2.11;18.25
0.08;4.56;265.95;2.41;16.59;2.13;18.25
0.09;4.57;266.03;2.50;16.60;2.15;18.25
0.12;4.58;266.04;2.49;16.61;2.16;18.25
0.14;4.59;266.09;2.48;16.62;2.16;18.25
0.16;4.60;266.10;2.45;16.63;2.15;18.25
0.18;4.60;266.12;2.29;16.64;2.14;18.25
0.19;4.61;266.14;2.26;16.65;2.12;18.25
0.20;4.61;266.15;2.22;16.65;2.09;18.24
0.21;4.61;266.13;2.18;16.66;2.05;18.24
0.22;4.61;266.13;2.17;16.66;2.01;18.24
0.22;4.61;266.09;2.12;16.67;1.97;18.23
0.23;4.61;266.09;2.08;16.68;1.93;18.23
0.24;4.61;266.06;2.03;16.68;1.90;18.22
0.25;4.61;266.03;1.99;16.69;1.86;18.22
0.26;4.61;266.03;1.95;16.69;1.83;18.22
0.27;4.62;265.97;1.91;16.70;1.79;18.21
0.28;4.62;266.00;1.87;16.71;1.76;18.21
0.30;4.62;265.94;1.92;16.72;1.73;18.21
0.31;4.62;265.96;1.88;16.72;1.70;18.21
0.32;4.63;265.95;1.85;16.73;1.67;18.21
0.33;4.63;265.94;1.81;16.73;1.64;18.21
0.36;4.64;265.93;1.66;16.74;1.60;18.21
0.41;4.64;265.95;1.64;16.75;1.57;18.20
0.45;4.65;265.95;1.66;16.76;1.57;18.20
0.47;4.65;265.98;1.71;16.76;1.59;18.20
0.48;4.66;265.95;1.78;16.77;1.62;18.20
0.48;4.67;265.94;1.80;16.77;1.61;18.20
0.47;4.67;265.83;1.77;16.77;1.57;18.20
0.47;4.67;265.75;1.82;16.78;1.60;18.20
1.30;4.62;265.51;2.02;16.78;1.57;18.21
2.78;4.55;263.26;3.06;16.79;1.69;18.21
5.40;4.36;263.85;7.30;16.80;2.56;18.20
5.61;4.29;268.25;9.24;16.80;3.60;18.20
0.06;4.13;265.57;1.72;15.14;1.19;17.83
0.09;4.13;265.16;1.60;15.20;1.14;17.88
0.08;4.11;265.22;1.51;15.23;1.14;17.93
0.06;4.10;265.28;1.50;15.26;1.19;17.98
0.04;4.11;265.32;1.58;15.30;1.23;18.02
0.03;4.13;265.28;1.71;15.35;1.24;18.05
0.02;4.15;265.23;1.79;15.39;1.27;18.08
0.02;4.16;265.00;1.85;15.42;1.37;18.10
0.02;4.16;265.25;1.95;15.44;1.52;18.12
0.02;4.16;265.20;2.04;15.47;1.64;18.14
0.04;4.17;265.16;2.07;15.50;1.70;18.15
0.05;4.17;265.14;2.12;15.52;1.73;18.17
0.08;4.17;265.08;2.07;15.53;1.78;18.19
0.11;4.18;265.06;2.11;15.53;1.80;18.21
0.14;4.18;264.96;2.14;15.52;1.82;18.23
0.18;4.19;264.91;2.15;15.52;1.82;18.24
0.21;4.19;264.80;2.20;15.52;1.83;18.26
0.24;4.19;264.73;2.20;15.53;1.83;18.28
0.26;4.19;264.61;2.20;15.53;1.84;18.29
0.28;4.18;264.55;2.21;15.54;1.84;18.31
0.29;4.18;264.48;2.23;15.55;1.84;18.32
0.29;4.18;264.34;2.25;15.57;1.86;18.33
0.29;4.17;264.33;2.29;15.59;1.89;18.34
0.29;4.17;264.18;2.32;15.61;1.93;18.35
0.28;4.17;264.21;2.42;15.62;1.97;18.36
0.27;4.17;264.03;2.43;15.64;1.99;18.37
0.25;4.18;264.03;2.42;15.65;2.00;18.37
0.22;4.18;263.87;2.40;15.67;1.98;18.37
0.19;4.18;263.87;2.25;15.68;1.92;18.38
0.17;4.18;263.73;2.20;15.70;1.87;18.37
0.14;4.18;263.71;2.13;15.71;1.80;18.37
0.12;4.18;263.60;2.06;15.72;1.75;18.37
0.10;4.17;263.56;2.03;15.73;1.70;18.37
0.09;4.17;263.51;1.97;15.73;1.66;18.37
0.08;4.17;263.43;1.93;15.74;1.63;18.37
0.08;4.17;263.42;1.91;15.74;1.61;18.38
0.07;4.16;263.37;1.89;15.74;1.60;18.38
0.07;4.16;263.37;1.88;15.75;1.59;18.39
0.07;4.16;263.32;1.88;15.75;1.57;18.40
0.06;4.16;263.34;1.87;15.77;1.56;18.40
0.06;4.17;263.32;1.90;15.78;1.55;18.40
0.06;4.17;263.36;1.89;15.79;1.54;18.41
0.05;4.17;263.35;1.89;15.79;1.53;18.41
0.04;4.17;263.37;1.88;15.80;1.52;18.42
0.03;4.17;263.34;1.80;15.80;1.51;18.42
0.02;4.18;263.39;1.80;15.81;1.50;18.43
0.01;4.18;263.38;1.79;15.81;1.48;18.43
0.01;4.18;263.44;1.77;15.82;1.45;18.43
0.01;4.18;263.46;1.78;15.82;1.43;18.43
0.01;4.18;263.46;1.76;15.83;1.40;18.42
0.01;4.18;263.47;1.73;15.83;1.38;18.42
0.01;4.18;263.50;1.71;15.83;1.35;18.42
0.01;4.18;263.51;1.69;15.82;1.33;18.41
0.01;4.18;263.51;1.66;15.82;1.31;18.41
0.01;4.18;263.54;1.64;15.81;1.29;18.41
0.01;4.18;263.54;1.62;15.82;1.28;18.41
0.01;4.18;263.54;1.64;15.82;1.26;18.41
0.01;4.18;263.52;1.62;15.83;1.25;18.41
0.01;4.18;263.52;1.60;15.83;1.23;18.41
0.01;4.18;263.54;1.59;15.84;1.22;18.41
0.01;4.18;263.52;1.50;15.84;1.21;18.42
0.01;4.18;263.52;1.49;15.85;1.20;18.42
0.00;4.18;263.50;1.48;15.85;1.19;18.42
0.00;4.18;263.49;1.47;15.86;1.18;18.42
0.00;4.18;263.47;1.48;15.87;1.18;18.42
0.00;4.18;263.47;1.47;15.87;1.18;18.42
0.00;4.17;263.44;1.47;15.87;1.17;18.41
0.00;4.17;263.43;1.46;15.88;1.17;18.41
0.00;4.17;263.43;1.46;15.87;1.18;18.41
0.00;4.17;263.44;1.46;15.87;1.18;18.41
0.00;4.17;263.43;1.47;15.87;1.18;18.40
0.00;4.17;263.43;1.47;15.86;1.19;18.40
0.00;4.17;263.45;1.51;15.87;1.19;18.40
0.00;4.17;263.43;1.52;15.87;1.20;18.40
0.00;4.17;263.43;1.52;15.87;1.21;18.40
0.00;4.17;263.46;1.53;15.87;1.21;18.39
0.00;4.17;263.47;1.47;15.87;1.22;18.39
0.00;4.17;263.52;1.47;15.87;1.23;18.39
0.00;4.17;263.55;1.48;15.87;1.24;18.39
0.00;4.17;263.56;1.49;15.87;1.26;18.38
0.00;4.17;263.60;1.54;15.87;1.27;18.38
0.01;4.16;263.64;1.55;15.87;1.29;18.38
0.01;4.16;263.68;1.57;15.87;1.31;18.38
0.01;4.16;263.70;1.58;15.86;1.32;18.37
0.01;4.16;263.73;1.60;15.86;1.33;18.37
0.01;4.16;263.75;1.62;15.86;1.35;18.37
0.01;4.16;263.80;1.64;15.86;1.37;18.36
0.01;4.16;263.83;1.66;15.86;1.39;18.36
0.01;4.16;263.84;1.73;15.86;1.40;18.36
0.01;4.16;263.86;1.74;15.86;1.42;18.37
0.01;4.16;263.87;1.75;15.86;1.43;18.37
0.01;4.16;263.91;1.76;15.86;1.44;18.37
0.01;4.16;263.94;1.67;15.86;1.45;18.37
0.01;4.16;263.99;1.68;15.86;1.45;18.37
0.01;4.16;263.99;1.68;15.86;1.46;18.37
0.01;4.16;264.02;1.68;15.85;1.46;18.37
0.01;4.16;264.07;1.70;15.85;1.46;18.38
0.01;4.16;264.09;1.68;15.86;1.46;18.38
0.01;4.16;264.19;1.66;15.86;1.45;18.38
0.01;4.16;264.26;1.63;15.86;1.45;18.39
0.01;4.17;264.37;1.63;15.86;1.47;18.39
0.02;4.17;264.43;1.61;15.86;1.47;18.39
0.02;4.18;264.57;1.71;15.86;1.52;18.39
0.03;4.18;264.61;1.77;15.85;1.56;18.40
0.04;4.18;264.76;1.88;15.84;1.58;18.40
0.04;4.19;264.84;1.95;15.83;1.61;18.39
0.05;4.19;265.02;2.02;15.82;1.62;18.39
0.05;4.20;265.16;2.05;15.81;1.64;18.39
0.06;4.20;265.64;2.26;15.80;1.68;18.38
0.05;4.20;265.71;2.29;15.79;1.68;18.38
0.05;4.20;265.63;2.34;15.78;1.67;18.37
0.18;4.38;256.47;2.72;15.30;1.94;17.47
0.14;4.38;256.23;2.44;15.32;1.85;17.49
0.13;4.38;256.24;2.55;15.44;1.84;17.73
0.14;4.37;256.09;2.56;15.53;1.85;17.90
0.15;4.35;256.06;2.55;15.54;1.85;17.99
0.17;4.34;255.96;2.53;15.55;1.86;18.05
0.20;4.34;255.91;2.31;15.56;1.86;18.11
0.23;4.33;255.81;2.29;15.56;1.86;18.14
0.24;4.32;255.78;2.27;15.57;1.86;18.17
0.26;4.31;255.72;2.24;15.58;1.86;18.19
0.26;4.31;255.71;2.23;15.58;1.84;18.21
0.26;4.30;255.69;2.18;15.58;1.81;18.22
0.25;4.30;255.71;2.15;15.58;1.77;18.23
0.24;4.29;255.73;2.12;15.58;1.72;18.24
0.22;4.28;255.79;2.11;15.58;1.66;18.24
0.20;4.27;255.85;2.07;15.59;1.62;18.24
0.18;4.26;255.97;2.02;15.60;1.59;18.24
0.15;4.25;256.08;1.97;15.61;1.57;18.24
0.13;4.25;256.26;2.03;15.62;1.55;18.23
0.11;4.24;256.43;1.94;15.63;1.52;18.23
0.10;4.24;256.64;1.83;15.63;1.48;18.24
0.09;4.24;256.85;1.72;15.64;1.44;18.25
0.08;4.23;257.12;1.48;15.65;1.40;18.25
0.07;4.23;257.37;1.40;15.66;1.36;18.27
0.06;4.23;257.69;1.34;15.67;1.33;18.28
0.06;4.22;257.98;1.29;15.68;1.30;18.30
0.05;4.22;258.33;1.28;15.69;1.27;18.31
0.04;4.21;258.65;1.25;15.71;1.25;18.32
0.04;4.21;259.02;1.23;15.72;1.23;18.32
0.04;4.21;259.35;1.21;15.74;1.21;18.33
0.03;4.21;259.72;1.19;15.75;1.20;18.33
0.03;4.20;260.03;1.17;15.76;1.18;18.33
0.02;4.20;260.40;1.16;15.77;1.17;18.33
0.02;4.20;260.68;1.14;15.79;1.15;18.33
0.02;4.20;261.01;1.20;15.80;1.14;18.33
0.01;4.20;261.30;1.19;15.81;1.13;18.32
0.01;4.20;261.59;1.18;15.82;1.12;18.31
0.01;4.20;261.83;1.16;15.82;1.11;18.31
0.01;4.20;262.09;1.06;15.83;1.10;18.31
0.01;4.20;262.31;1.05;15.85;1.09;18.31
0.01;4.20;262.53;1.05;15.87;1.08;18.32
0.01;4.20;262.71;1.05;15.89;1.07;18.32
0.01;4.20;262.91;1.06;15.91;1.07;18.32
0.01;4.20;263.07;1.06;15.92;1.06;18.32
0.01;4.20;263.26;1.06;15.94;1.05;18.32
0.01;4.20;263.43;1.06;15.94;1.04;18.32
0.01;4.20;263.58;1.05;15.95;1.03;18.32
0.01;4.20;263.71;1.05;15.96;1.02;18.32
0.01;4.20;263.89;1.05;15.97;1.01;18.31
0.01;4.20;263.98;1.05;15.99;1.00;18.31
0.01;4.20;264.15;1.13;16.01;1.00;18.31
0.01;4.20;264.23;1.14;16.03;0.99;18.31
0.01;4.20;264.38;1.15;16.05;0.99;18.32
0.01;4.20;264.42;1.17;16.07;0.99;18.32
0.01;4.20;264.55;1.08;16.09;0.99;18.32
0.01;4.20;264.62;1.09;16.10;1.00;18.32
0.01;4.21;264.74;1.11;16.11;1.01;18.32
0.01;4.21;264.83;1.12;16.12;1.01;18.32
0.01;4.22;264.91;1.16;16.12;1.02;18.31
0.01;4.22;264.98;1.18;16.13;1.03;18.31
0.01;4.23;265.04;1.20;16.13;1.04;18.30
0.01;4.23;265.07;1.23;16.14;1.06;18.30
0.01;4.24;265.14;1.27;16.15;1.08;18.30
0.01;4.24;265.16;1.31;16.16;1.10;18.30
0.01;4.25;265.17;1.34;16.17;1.12;18.30
0.01;4.26;265.20;1.37;16.18;1.14;18.31
0.01;4.26;265.21;1.49;16.19;1.17;18.31
0.01;4.27;265.24;1.51;16.20;1.19;18.30
0.01;4.27;265.23;1.51;16.21;1.21;18.30
0.01;4.27;265.24;1.52;16.23;1.23;18.29
0.01;4.28;265.24;1.39;16.26;1.25;18.29
0.01;4.28;265.23;1.40;16.28;1.27;18.29
0.01;4.29;265.22;1.40;16.30;1.29;18.28
0.01;4.29;265.20;1.41;16.32;1.31;18.28
0.01;4.29;265.18;1.44;16.33;1.33;18.27
0.01;4.30;265.15;1.44;16.35;1.35;18.27
0.01;4.30;265.16;1.45;16.36;1.37;18.26
0.01;4.31;265.13;1.46;16.37;1.39;18.26
0.01;4.31;265.12;1.47;16.39;1.41;18.26
0.01;4.32;265.13;1.48;16.40;1.43;18.26
0.01;4.33;265.15;1.49;16.42;1.44;18.26
0.01;4.34;265.17;1.51;16.43;1.47;18.26
0.01;4.35;265.19;1.65;16.44;1.50;18.26
0.01;4.36;265.19;1.68;16.45;1.53;18.26
0.01;4.38;265.25;1.71;16.45;1.56;18.26
0.01;4.40;265.27;1.75;16.45;1.60;18.26
0.01;4.41;265.33;1.63;16.45;1.64;18.27
0.01;4.43;265.34;1.67;16.45;1.67;18.27
0.02;4.45;265.42;1.71;16.45;1.70;18.27
0.02;4.46;265.43;1.74;16.44;1.73;18.27
0.02;4.47;265.52;1.80;16.44;1.75;18.27
0.02;4.48;265.54;1.83;16.43;1.77;18.27
0.02;4.49;265.64;1.86;16.44;1.79;18.27
0.02;4.50;265.64;1.89;16.46;1.81;18.27
0.02;4.51;265.74;1.92;16.47;1.83;18.27
0.02;4.51;265.75;1.96;16.48;1.85;18.27
0.02;4.52;265.84;2.00;16.49;1.88;18.27
0.03;4.52;265.86;2.06;16.51;1.92;18.26
0.03;4.53;265.95;2.28;16.52;1.97;18.26
0.04;4.53;266.00;2.37;16.54;2.02;18.25
0.04;4.54;266.11;2.44;16.55;2.07;18.25
0.05;4.54;266.15;2.51;16.56;2.12;18.25
0.06;4.55;266.23;2.33;16.57;2.16;18.25
0.06;4.56;266.27;2.36;16.57;2.19;18.25
0.08;4.57;266.33;2.37;16.58;2.20;18.25
0.10;4.58;266.36;2.35;16.59;2.21;18.25
0.13;4.58;266.40;2.39;16.60;2.21;18.25
0.16;4.59;266.42;2.35;16.61;2.19;18.25
0.18;4.60;266.43;2.32;16.62;2.17;18.24
0.20;4.60;266.45;2.27;16.63;2.14;18.24
0.22;4.61;266.46;2.24;16.64;2.10;18.24
0.22;4.61;266.47;2.19;16.65;2.06;18.24
0.23;4.61;266.47;2.14;16.65;2.02;18.24
0.23;4.61;266.43;2.09;16.66;1.98;18.24
0.23;4.61;266.44;2.19;16.67;1.95;18.23
0.24;4.61;266.40;2.14;16.67;1.91;18.23
0.24;4.61;266.39;2.09;16.68;1.87;18.22
0.25;4.61;266.38;2.04;16.69;1.84;18.22
0.26;4.61;266.33;1.84;16.69;1.80;18.22
0.27;4.61;266.36;1.80;16.70;1.77;18.21
0.28;4.61;266.30;1.77;16.71;1.74;18.21
0.29;4.62;266.32;1.74;16.72;1.71;18.21
0.30;4.62;266.30;1.74;16.73;1.68;18.21
0.31;4.62;266.30;1.71;16.73;1.64;18.21
0.33;4.63;266.28;1.67;16.74;1.61;18.21
0.38;4.63;266.30;1.64;16.74;1.56;18.20
0.44;4.64;266.26;1.63;16.75;1.54;18.20
0.47;4.65;266.34;1.68;16.76;1.56;18.20
0.49;4.65;266.30;1.75;16.77;1.62;18.20
0.50;4.66;266.37;1.80;16.77;1.66;18.20
0.49;4.66;266.27;1.94;16.77;1.69;18.20
0.49;4.67;266.26;1.93;16.77;1.66;18.20
0.46;4.67;266.07;1.91;16.78;1.62;18.20
0.74;4.65;266.13;2.15;16.78;1.70;18.20
2.11;4.58;265.63;2.96;16.79;1.78;18.20
4.17;4.45;266.62;6.62;16.80;2.55;18.20
3.91;4.42;268.98;8.88;16.80;3.70;18.20
0.04;4.13;265.96;1.54;15.15;1.16;17.83
0.07;4.12;265.38;1.60;15.18;1.12;17.86
0.08;4.11;265.37;1.52;15.22;1.12;17.91
0.06;4.10;265.48;1.52;15.25;1.16;17.95
0.04;4.10;265.52;1.59;15.28;1.21;18.00
0.03;4.12;265.48;1.59;15.32;1.24;18.03
0.02;4.14;265.34;1.70;15.36;1.26;18.06
0.02;4.15;265.28;1.76;15.40;1.31;18.09
0.01;4.16;265.09;1.77;15.43;1.44;18.11
0.01;4.16;265.61;1.83;15.46;1.57;18.13
0.02;4.16;265.34;1.96;15.49;1.70;18.15
0.04;4.16;265.22;2.00;15.52;1.77;18.17
0.07;4.17;265.26;2.04;15.54;1.81;18.19
0.12;4.18;265.09;2.08;15.54;1.84;18.21
0.15;4.18;265.16;2.15;15.53;1.89;18.23
0.19;4.18;264.95;2.17;15.53;1.90;18.24
0.22;4.19;264.97;2.17;15.52;1.88;18.25
0.24;4.19;264.82;2.30;15.53;1.86;18.27
0.26;4.19;264.75;2.28;15.53;1.84;18.29
0.27;4.19;264.63;2.27;15.54;1.84;18.30
0.28;4.18;264.49;2.27;15.56;1.84;18.32
0.28;4.18;264.41;2.10;15.57;1.85;18.33
0.28;4.17;264.27;2.13;15.59;1.88;18.34
0.27;4.17;264.29;2.17;15.60;1.91;18.35
0.27;4.17;264.08;2.20;15.62;1.95;18.36
0.26;4.17;264.14;2.27;15.63;1.99;18.36
0.25;4.17;263.95;2.28;15.65;2.01;18.37
0.22;4.17;263.97;2.26;15.66;2.00;18.37
0.20;4.18;263.80;2.23;15.68;1.97;18.37
0.18;4.18;263.78;2.18;15.69;1.91;18.37
0.15;4.18;263.64;2.13;15.70;1.86;18.37
0.13;4.18;263.62;2.07;15.71;1.81;18.37
0.11;4.18;263.53;2.01;15.72;1.76;18.37
0.10;4.17;263.46;2.09;15.73;1.71;18.37
0.09;4.17;263.41;2.04;15.73;1.67;18.37
0.08;4.17;263.34;2.00;15.74;1.64;18.37
0.08;4.17;263.35;1.98;15.74;1.62;18.38
0.07;4.17;263.26;1.80;15.74;1.61;18.38
0.07;4.17;263.29;1.79;15.75;1.59;18.39
0.07;4.17;263.24;1.78;15.76;1.58;18.39
0.06;4.17;263.29;1.77;15.77;1.56;18.40
0.06;4.17;263.26;1.80;15.78;1.55;18.40
0.05;4.18;263.28;1.80;15.79;1.54;18.41
0.04;4.18;263.24;1.80;15.79;1.53;18.42
0.03;4.18;263.29;1.79;15.80;1.52;18.42
0.02;4.18;263.29;1.79;15.81;1.51;18.42
0.02;4.18;263.36;1.78;15.81;1.48;18.42
0.01;4.18;263.37;1.76;15.82;1.46;18.42
0.01;4.18;263.38;1.74;15.83;1.43;18.42
0.01;4.18;263.40;1.84;15.83;1.40;18.42
0.01;4.18;263.42;1.81;15.83;1.37;18.42
0.01;4.19;263.44;1.78;15.83;1.35;18.42
0.01;4.19;263.45;1.76;15.83;1.33;18.42
0.01;4.19;263.48;1.57;15.82;1.30;18.41
0.01;4.19;263.46;1.55;15.82;1.29;18.41
0.01;4.19;263.47;1.53;15.82;1.27;18.41
0.01;4.18;263.46;1.51;15.83;1.26;18.41
0.01;4.18;263.46;1.52;15.83;1.24;18.41
0.01;4.18;263.47;1.50;15.84;1.23;18.42
0.01;4.18;263.46;1.49;15.85;1.22;18.42
0.00;4.18;263.48;1.47;15.86;1.21;18.42
0.00;4.18;263.44;1.46;15.87;1.21;18.42
0.00;4.18;263.45;1.45;15.87;1.20;18.42
0.00;4.18;263.43;1.44;15.88;1.20;18.42
0.00;4.18;263.43;1.44;15.88;1.20;18.42
0.00;4.18;263.41;1.54;15.89;1.20;18.42
0.00;4.17;263.42;1.54;15.89;1.21;18.42
0.00;4.17;263.39;1.54;15.90;1.21;18.42
0.00;4.17;263.42;1.54;15.89;1.22;18.41
0.00;4.17;263.39;1.40;15.89;1.23;18.41
0.00;4.17;263.40;1.41;15.88;1.23;18.41
0.00;4.17;263.39;1.41;15.88;1.24;18.40
0.00;4.17;263.40;1.41;15.88;1.25;18.40
0.00;4.17;263.42;1.45;15.88;1.26;18.40
0.00;4.17;263.45;1.46;15.88;1.27;18.39
0.01;4.17;263.47;1.47;15.88;1.29;18.39
0.01;4.17;263.50;1.49;15.88;1.30;18.39
0.01;4.17;263.52;1.50;15.88;1.32;18.39
0.01;4.17;263.57;1.52;15.88;1.34;18.38
0.01;4.17;263.59;1.54;15.88;1.36;18.38
0.01;4.16;263.63;1.56;15.88;1.38;18.38
0.01;4.16;263.70;1.70;15.88;1.40;18.38
0.01;4.16;263.73;1.73;15.88;1.41;18.38
0.01;4.16;263.76;1.75;15.87;1.43;18.37
0.02;4.16;263.79;1.77;15.88;1.45;18.37
0.02;4.16;263.82;1.62;15.88;1.46;18.37
0.02;4.16;263.86;1.63;15.88;1.47;18.37
0.02;4.16;263.89;1.64;15.87;1.49;18.36
0.02;4.16;263.92;1.65;15.87;1.50;18.36
0.02;4.16;263.93;1.70;15.87;1.51;18.36
0.02;4.16;263.98;1.70;15.87;1.52;18.37
0.02;4.16;263.98;1.70;15.87;1.53;18.37
0.02;4.16;264.04;1.70;15.87;1.54;18.37
0.02;4.16;264.05;1.70;15.87;1.54;18.37
0.02;4.17;264.09;1.71;15.87;1.54;18.37
0.02;4.17;264.13;1.73;15.86;1.55;18.37
0.02;4.17;264.15;1.73;15.86;1.55;18.38
0.02;4.17;264.22;1.85;15.87;1.55;18.38
0.03;4.17;264.29;1.86;15.87;1.55;18.38
0.03;4.18;264.39;1.86;15.87;1.56;18.38
0.04;4.18;264.54;1.99;15.87;1.60;18.38
0.04;4.18;264.65;1.77;15.87;1.60;18.38
0.05;4.19;264.81;2.00;15.86;1.66;18.39
0.06;4.20;264.95;2.08;15.85;1.69;18.39
0.07;4.20;265.02;2.06;15.84;1.70;18.38
0.07;4.20;265.11;2.12;15.83;1.71;18.38
0.08;4.21;265.52;2.19;15.82;1.73;18.38
0.08;4.21;265.58;2.47;15.79;1.73;18.37
0.07;4.21;265.88;2.51;15.77;1.72;18.36
0.32;4.36;256.64;3.51;15.33;2.32;17.77
